,Id,Name,Determined Formula,Determined Charge,Previous Formula,Previous Charge,Inferrence Type,Reasoning,Used Databases,Previous Databases,Similarity
305,M_feenter_c,Fe-enterobactin,C30FeH27N3O15,3,C30FeH27N3O15,3,Clean,unconstrained Target & Adherence & seed.compound:cpd03726,seed.compound:cpd03726,seed.compound:cpd03726,Same
306,M_enter_p,Enterochelin,C30H27N3O15,0,C30H27N3O15,0,Clean,unconstrained Target & Adherence & seed.compound:cpd03453,seed.compound:cpd03453,seed.compound:cpd03453,Same
307,M_hxa_p,Hexanoate (n-C6:0),C6H11O2,-1,C6H11O2,-1,Clean,unconstrained Target & Adherence & seed.compound:cpd01113,seed.compound:cpd01113,seed.compound:cpd01113,Same
308,M_ferulcoa_c,Feruloyl-CoA,C31H40N7O19P3S,-4,C31H40N7O19P3S,-4,Clean,unconstrained Target & Adherence & seed.compound:cpd00321,seed.compound:cpd00321,seed.compound:cpd00321,Same
309,M_vanln_c,Vanillin,C8H8O3,0,C8H8O3,0,Clean,unconstrained Target & Adherence & seed.compound:cpd00561,seed.compound:cpd00561,seed.compound:cpd00561,Same
310,M_feenter_p,Fe-enterobactin,C30FeH27N3O15,3,C30FeH27N3O15,3,Clean,unconstrained Target & Adherence & seed.compound:cpd03726,seed.compound:cpd03726,seed.compound:cpd03726,Same
311,M_enter_e,Enterochelin,C30H27N3O15,0,C30H27N3O15,0,Clean,unconstrained Target & Adherence & seed.compound:cpd03453,seed.compound:cpd03453,seed.compound:cpd03453,Same
312,M_feenter_e,Fe-enterobactin,C30FeH27N3O15,3,C30FeH27N3O15,3,Clean,unconstrained Target & Adherence & seed.compound:cpd03726,seed.compound:cpd03726,seed.compound:cpd03726,Same
313,M_fer_e,Ferulate,C10H9O4,-1,C10H9O4,-1,Clean,unconstrained Target & Adherence & seed.compound:cpd01059,seed.compound:cpd01059,seed.compound:cpd01059,Same
314,M_fer_p,Ferulate,C10H9O4,-1,C10H9O4,-1,Clean,unconstrained Target & Adherence & seed.compound:cpd01059,seed.compound:cpd01059,seed.compound:cpd01059,Same
315,M_n2o_c,Nitrous oxide,N2O,0,N2O,0,Clean,unconstrained Target & Adherence & seed.compound:cpd00659,seed.compound:cpd00659,seed.compound:cpd00659,Same
316,M_tre6p_c,"Alpha,alpha'-Trehalose 6-phosphate",C12H21O14P,-2,C12H21O14P,-2,Clean,unconstrained Target & Adherence & seed.compound:cpd00523,seed.compound:cpd00523,seed.compound:cpd00523,Same
317,M_frmd_c,Formamide,CH3NO,0,CH3NO,0,Clean,unconstrained Target & Adherence & seed.compound:cpd00378,seed.compound:cpd00378,seed.compound:cpd00378,Same
318,M_fruur_c,D-Fructuronate,C6H9O7,-1,C6H9O7,-1,Clean,unconstrained Target & Adherence & seed.compound:cpd00672,seed.compound:cpd00672,seed.compound:cpd00672,Same
319,M_glu1sa_c,L-Glutamate 1-semialdehyde,C5H9NO3,0,C5H9NO3,0,Clean,unconstrained Target & Adherence & seed.compound:cpd02345,seed.compound:cpd02345,seed.compound:cpd02345,Same
320,M_gal_bD_e,Beta D-Galactose,C6H12O6,0,C6H12O6,0,Clean,unconstrained Target & Adherence & seed.compound:cpd00709,seed.compound:cpd00709,seed.compound:cpd00709,Same
321,M_gal_bD_p,Beta D-Galactose,C6H12O6,0,C6H12O6,0,Clean,unconstrained Target & Adherence & seed.compound:cpd00709,seed.compound:cpd00709,seed.compound:cpd00709,Same
322,M_2h3oppan_c,2-Hydroxy-3-oxopropanoate,C3H3O4,-1,C3H3O4,-1,Clean,unconstrained Target & Adherence & seed.compound:cpd00843,seed.compound:cpd00843,seed.compound:cpd00843,Same
323,M_xtp_c,XTP,C10H11N4O15P3,-4,C10H11N4O15P3,-4,Clean,unconstrained Target & Adherence & bigg.metabolite:xtp,bigg.metabolite:xtp,bigg.metabolite:xtp,Same
324,M_h2co3_c,Carbonic acid,CH2O3,0,CH2O3,0,Clean,unconstrained Target & Adherence & bigg.metabolite:h2co3,bigg.metabolite:h2co3,bigg.metabolite:h2co3,Same
325,M_h2co3_e,Carbonic acid,CH2O3,0,CH2O3,0,Clean,unconstrained Target & Adherence & bigg.metabolite:h2co3,bigg.metabolite:h2co3,bigg.metabolite:h2co3,Same
326,M_3hcinnm_e,3-hydroxycinnamic acid,C9H7O3,-1,C9H7O3,-1,Clean,unconstrained Target & Adherence & seed.compound:cpd09252,seed.compound:cpd09252,seed.compound:cpd09252,Same
327,M_3hcinnm_p,3-hydroxycinnamic acid,C9H7O3,-1,C9H7O3,-1,Clean,unconstrained Target & Adherence & seed.compound:cpd09252,seed.compound:cpd09252,seed.compound:cpd09252,Same
328,M_histd_c,L-Histidinol,C6H12N3O,1,C6H12N3O,1,Clean,unconstrained Target & Adherence & seed.compound:cpd00641,seed.compound:cpd00641,seed.compound:cpd00641,Same
329,M_4mpetz_c,4-Methyl-5-(2-phosphoethyl)-thiazole,C6H8NO4PS,-2,C6H8NO4PS,-2,Clean,unconstrained Target & Adherence & seed.compound:cpd02654,seed.compound:cpd02654,seed.compound:cpd02654,Same
330,M_hg2_c,Hg2+,Hg,2,Hg,2,Clean,unconstrained Target & Adherence & seed.compound:cpd00531,seed.compound:cpd00531,seed.compound:cpd00531,Same
331,M_hg2_p,Hg2+,Hg,2,Hg,2,Clean,unconstrained Target & Adherence & seed.compound:cpd00531,seed.compound:cpd00531,seed.compound:cpd00531,Same
332,M_hg2_e,Hg2+,Hg,2,Hg,2,Clean,unconstrained Target & Adherence & seed.compound:cpd00531,seed.compound:cpd00531,seed.compound:cpd00531,Same
333,M_4h2opntn_c,4-Hydroxy-2-oxopentanoate,C5H7O4,-1,C5H7O4,-1,Clean,unconstrained Target & Adherence & seed.compound:cpd02258,seed.compound:cpd02258,seed.compound:cpd02258,Same
334,M_3hpppn_e,3-(3-hydroxy-phenyl)propionate,C9H9O3,-1,C9H9O3,-1,Clean,unconstrained Target & Adherence & seed.compound:cpd08304,seed.compound:cpd08304,seed.compound:cpd08304,Same
335,M_idon__L_e,L-Idonate,C6H11O7,-1,C6H11O7,-1,Clean,unconstrained Target & Adherence & seed.compound:cpd00573,seed.compound:cpd00573,seed.compound:cpd00573,Same
336,M_idon__L_p,L-Idonate,C6H11O7,-1,C6H11O7,-1,Clean,unconstrained Target & Adherence & seed.compound:cpd00573,seed.compound:cpd00573,seed.compound:cpd00573,Same
337,M_eig3p_c,D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate,C6H9N2O6P,-2,C6H9N2O6P,-2,Clean,unconstrained Target & Adherence & seed.compound:cpd02843,seed.compound:cpd02843,seed.compound:cpd02843,Same
338,M_prlp_c,5-[(5-phospho-1-deoxyribulos-1-ylamino)methylideneamino]-1-(5-phosphoribosyl)imidazole-4-carboxamide,C15H21N5O15P2,-4,C15H21N5O15P2,-4,Clean,unconstrained Target & Adherence & seed.compound:cpd02991,seed.compound:cpd02991,seed.compound:cpd02991,Same
339,M_2cpr5p_c,1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate,C12H13NO9P,-3,C12H13NO9P,-3,Clean,unconstrained Target & Adherence & seed.compound:cpd00956,seed.compound:cpd00956,seed.compound:cpd00956,Same
340,M_3ig3p_c,C'-(3-Indolyl)-glycerol 3-phosphate,C11H12NO6P,-2,C11H12NO6P,-2,Clean,unconstrained Target & Adherence & seed.compound:cpd02210,seed.compound:cpd02210,seed.compound:cpd02210,Same
341,M_2ippm_c,2-Isopropylmaleate,C7H8O4,-2,C7H8O4,-2,Clean,unconstrained Target & Adherence & seed.compound:cpd01710,seed.compound:cpd01710,seed.compound:cpd01710,Same
342,M_1ddecg3p_p,1-dodecanoyl-sn-glycerol 3-phosphate,C15H29O7P,-2,C15H29O7P,-2,Clean,unconstrained Target & Adherence & seed.compound:cpd15325,seed.compound:cpd15325,seed.compound:cpd15325,Same
343,M_1hdecg3p_p,1-hexadecanoyl-sn-glycerol 3-phosphate,C19H37O7P,-2,C19H37O7P,-2,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM732965,metanetx.chemical:MNXM732965,metanetx.chemical:MNXM732965,Same
344,M_mana_c,D-Mannonate,C6H11O7,-1,C6H11O7,-1,Clean,unconstrained Target & Adherence & seed.compound:cpd00403,seed.compound:cpd00403,seed.compound:cpd00403,Same
345,M_murein5p5p_p,"Two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)",C80H124N16O42,-4,C80H124N16O42,-4,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM741014,metanetx.chemical:MNXM741014,metanetx.chemical:MNXM741014,Same
346,M_murein5px4p_p,"Two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)",C77H117N15O40,-4,C77H117N15O40,-4,Clean,unconstrained Target & Adherence & seed.compound:cpd15514,seed.compound:cpd15514,seed.compound:cpd15514,Same
347,M_murein5px3p_p,"Two disacharide linked murein units, pentapeptide corsslinked tripeptide (A2pm->A2pm) (middle of chain)",C74H112N14O39,-4,C74H112N14O39,-4,Clean,unconstrained Target & Adherence & seed.compound:cpd15513,seed.compound:cpd15513,seed.compound:cpd15513,Same
348,M_murein5p5p5p_p,"Three linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)",C120H186N24O63,-6,C120H186N24O63,-6,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM740231,metanetx.chemical:MNXM740231,metanetx.chemical:MNXM740231,Same
349,M_murein5px4px4p_p,Three disacharide linked murein units (pentapeptide crosslinked tetrapeptide (A2pm->D-ala) tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain),C114H172N22O59,-6,C114H172N22O59,-6,Clean,unconstrained Target & Adherence & seed.compound:cpd15515,seed.compound:cpd15515,seed.compound:cpd15515,Same
350,M_murein4px4p_p,"Two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain)",C74H112N14O39,-4,C74H112N14O39,-4,Clean,unconstrained Target & Adherence & seed.compound:cpd15506,seed.compound:cpd15506,seed.compound:cpd15506,Same
351,M_murein5p4p_p,"Two linked disacharide pentapeptide and tetrapeptide murein units (uncrosslinked, middle of chain)",C77H119N15O41,-4,C77H119N15O41,-4,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM738657,metanetx.chemical:MNXM738657,metanetx.chemical:MNXM738657,Same
352,M_murein4p4p_p,"Two linked disacharide tetrapeptide murein units (uncrosslinked, middle of chain)",C74H114N14O40,-4,C74H114N14O40,-4,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM741019,metanetx.chemical:MNXM741019,metanetx.chemical:MNXM741019,Same
353,M_murein4p3p_p,"Two linked disacharide tetrapeptide and tripeptide murein units (uncrosslinked, middle of chain)",C71H109N13O39,-4,C71H109N13O39,-4,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM741016,metanetx.chemical:MNXM741016,metanetx.chemical:MNXM741016,Same
354,M_murein5p3p_p,"Two linked disacharide pentapeptide and tripeptide murein units (uncrosslinked, middle of chain)",C74H114N14O40,-4,C74H114N14O40,-4,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM738663,metanetx.chemical:MNXM738663,metanetx.chemical:MNXM738663,Same
355,M_murein4px4p4p_p,"Three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala), one uncrosslinked tetrapaptide) (middle of chain)",C111H169N21O59,-6,C111H169N21O59,-6,Clean,unconstrained Target & Adherence & seed.compound:cpd15507,seed.compound:cpd15507,seed.compound:cpd15507,Same
356,M_2mecdp_c,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate",C5H10O9P2,-2,C5H10O9P2,-2,Clean,unconstrained Target & Adherence & seed.compound:cpd08301,seed.compound:cpd08301,seed.compound:cpd08301,Same
357,M_metsox_R__L_c,L-methionine-R-sulfoxide,C5H11NO3S,0,C5H11NO3S,0,Clean,unconstrained Target & Adherence & seed.compound:cpd15497,seed.compound:cpd15497,seed.compound:cpd15497,Same
358,M_mn2_p,Mn2+,Mn,2,Mn,2,Clean,unconstrained Target & Adherence & seed.compound:cpd00030,seed.compound:cpd00030,seed.compound:cpd00030,Same
359,M_mococdp_c,Molybdopterin cytosine dinucleotide,C19H22MoN8O15P2S2,-2,C19H22MoN8O15P2S2,-2,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM1103700,metanetx.chemical:MNXM1103700,metanetx.chemical:MNXM1103700,Same
360,M_n2o_p,Nitrous oxide,N2O,0,N2O,0,Clean,unconstrained Target & Adherence & seed.compound:cpd00659,seed.compound:cpd00659,seed.compound:cpd00659,Same
361,M_no2_c,Nitrite,NO2,-1,NO2,-1,Clean,unconstrained Target & Adherence & bigg.metabolite:no2,bigg.metabolite:no2,bigg.metabolite:no2,Same
362,M_no2_e,Nitrite,NO2,-1,NO2,-1,Clean,unconstrained Target & Adherence & bigg.metabolite:no2,bigg.metabolite:no2,bigg.metabolite:no2,Same
363,M_ni2_p,Nickel,Ni,2,Ni,2,Clean,unconstrained Target & Adherence & seed.compound:cpd00244,seed.compound:cpd00244,seed.compound:cpd00244,Same
364,M_no2_p,Nitrite,NO2,-1,NO2,-1,Clean,unconstrained Target & Adherence & bigg.metabolite:no2,bigg.metabolite:no2,bigg.metabolite:no2,Same
365,M_dtdprmn_c,DTDP-L-rhamnose,C16H24N2O15P2,-2,C16H24N2O15P2,-2,Clean,unconstrained Target & Adherence & seed.compound:cpd02113,seed.compound:cpd02113,seed.compound:cpd02113,Same
366,M_ohpb_c,2-Oxo-3-hydroxy-4-phosphobutanoate,C4H4O8P,-3,C4H4O8P,-3,Clean,unconstrained Target & Adherence & seed.compound:cpd03606,seed.compound:cpd03606,seed.compound:cpd03606,Same
367,M_3oxdhscoa_c,"3-oxo-5,6-dehydrosuberyl-CoA",C29H39N7O20P3S,-5,C29H39N7O20P3S,-5,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM735196,metanetx.chemical:MNXM735196,metanetx.chemical:MNXM735196,Same
368,M_adhlam_c,S-Acetyldihydrolipoamide,C10H19NO2S2,0,C10H19NO2S2,0,Clean,unconstrained Target & Adherence & seed.compound:cpd00836,seed.compound:cpd00836,seed.compound:cpd00836,Same
369,M_pe140_p,"Phosphatidylethanolamine (ditetradecanoyl, n-C14:0)",C33H66NO8P,0,C33H66NO8P,0,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM733473,metanetx.chemical:MNXM733473,metanetx.chemical:MNXM733473,Same
370,M_pe180_p,"Phosphatidylethanolamine (dioctadecanoyl, n-C18:0)",C41H82NO8P,0,C41H82NO8P,0,Clean,unconstrained Target & Adherence & seed.compound:cpd15533,seed.compound:cpd15533,seed.compound:cpd15533,Same
371,M_pgp161_c,"Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1)",C38H69O13P2,-3,C38H69O13P2,-3,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM1108462,metanetx.chemical:MNXM1108462,metanetx.chemical:MNXM1108462,Same
372,M_ppap_c,Propanoyl phosphate,C3H5O5P,-2,C3H5O5P,-2,Clean,unconstrained Target & Adherence & seed.compound:cpd01844,seed.compound:cpd01844,seed.compound:cpd01844,Same
373,M_prbamp_c,1-(5-Phosphoribosyl)-AMP,C15H19N5O14P2,-4,C15H19N5O14P2,-4,Clean,unconstrained Target & Adherence & seed.compound:cpd01777,seed.compound:cpd01777,seed.compound:cpd01777,Same
374,M_skm5p_c,Shikimate 5-phosphate,C7H8O8P,-3,C7H8O8P,-3,Clean,unconstrained Target & Adherence & seed.compound:cpd02030,seed.compound:cpd02030,seed.compound:cpd02030,Same
375,M_pser__D_c,D-O-Phosphoserine,C3H6NO6P,-2,C3H6NO6P,-2,Clean,unconstrained Target & Adherence & seed.compound:cpd01665,seed.compound:cpd01665,seed.compound:cpd01665,Same
376,M_pser__D_e,D-O-Phosphoserine,C3H6NO6P,-2,C3H6NO6P,-2,Clean,unconstrained Target & Adherence & seed.compound:cpd01665,seed.compound:cpd01665,seed.compound:cpd01665,Same
377,M_raffin_e,Raffinose C18H32O16,C18H32O16,0,C18H32O16,0,Clean,unconstrained Target & Adherence & seed.compound:cpd00382,seed.compound:cpd00382,seed.compound:cpd00382,Same
378,M_dmlz_c,"6,7-Dimethyl-8-(1-D-ribityl)lumazine",C13H18N4O6,0,C13H18N4O6,0,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM1107754,metanetx.chemical:MNXM1107754,metanetx.chemical:MNXM1107754,Same
379,M_scl_c,Sirohydrochlorin,C42H39N4O16,-7,C42H39N4O16,-7,Clean,unconstrained Target & Adherence & metanetx.chemical:MNXM740870,metanetx.chemical:MNXM740870,metanetx.chemical:MNXM740870,Same
380,M_scl2_c,Sirohydrochlorin 2,C42H38N4O16,-8,C42H38N4O16,-8,Clean,unconstrained Target & Adherence & seed.compound:cpd16034,seed.compound:cpd16034,seed.compound:cpd16034,Same
381,M_sheme_c,Siroheme,C42FeH36N4O16,-8,C42FeH36N4O16,-8,Clean,unconstrained Target & Adherence & seed.compound:cpd00557,seed.compound:cpd00557,seed.compound:cpd00557,Same
382,M_skm_c,Shikimate,C7H9O5,-1,C7H9O5,-1,Clean,unconstrained Target & Adherence & seed.compound:cpd00383,seed.compound:cpd00383,seed.compound:cpd00383,Same
383,M_skm_e,Shikimate,C7H9O5,-1,C7H9O5,-1,Clean,unconstrained Target & Adherence & seed.compound:cpd00383,seed.compound:cpd00383,seed.compound:cpd00383,Same
384,M_skm_p,Shikimate,C7H9O5,-1,C7H9O5,-1,Clean,unconstrained Target & Adherence & seed.compound:cpd00383,seed.compound:cpd00383,seed.compound:cpd00383,Same
385,M_sucbz_c,O-Succinylbenzoate,C11H8O5,-2,C11H8O5,-2,Clean,unconstrained Target & Adherence & seed.compound:cpd01772,seed.compound:cpd01772,seed.compound:cpd01772,Same
386,M_tartr__D_p,D-tartrate,C4H4O6,-2,C4H4O6,-2,Clean,unconstrained Target & Adherence & seed.compound:cpd00666,seed.compound:cpd00666,seed.compound:cpd00666,Same
387,M_thmmp_c,Thiamin monophosphate,C12H16N4O4PS,-1,C12H16N4O4PS,-1,Clean,unconstrained Target & Adherence & bigg.metabolite:thmmp,bigg.metabolite:thmmp,bigg.metabolite:thmmp,Same
388,M_dtdp4d6dg_c,DTDP-4-dehydro-6-deoxy-D-glucose,C16H22N2O15P2,-2,C16H22N2O15P2,-2,Clean,unconstrained Target & Adherence & seed.compound:cpd00521,seed.compound:cpd00521,seed.compound:cpd00521,Same
389,M_dtdp4d6dm_c,DTDP-4-dehydro-6-deoxy-L-mannose,C16H22N2O15P2,-2,C16H22N2O15P2,-2,Clean,unconstrained Target & Adherence & seed.compound:cpd00522,seed.compound:cpd00522,seed.compound:cpd00522,Same
390,M_tet_p,Tetrathionate,O6S4,-2,O6S4,-2,Clean,unconstrained Target & Adherence & seed.compound:cpd01414,seed.compound:cpd01414,seed.compound:cpd01414,Same
391,M_tet_e,Tetrathionate,O6S4,-2,O6S4,-2,Clean,unconstrained Target & Adherence & seed.compound:cpd01414,seed.compound:cpd01414,seed.compound:cpd01414,Same
392,M_ugmd_c,"UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate",C35H51N7O26P2,-4,C35H51N7O26P2,-4,Clean,unconstrained Target & Adherence & seed.compound:cpd02964,seed.compound:cpd02964,seed.compound:cpd02964,Same
393,M_uaccg_c,UDP-N-acetyl-3-O-(1-carboxyvinyl)-D-glucosamine,C20H26N3O19P2,-3,C20H26N3O19P2,-3,Clean,unconstrained Target & Adherence & seed.compound:cpd02820,seed.compound:cpd02820,seed.compound:cpd02820,Same
394,M_uama_c,UDP-N-acetylmuramoyl-L-alanine,C23H33N4O20P2,-3,C23H33N4O20P2,-3,Clean,unconstrained Target & Adherence & seed.compound:cpd00890,seed.compound:cpd00890,seed.compound:cpd00890,Same
395,M_vanlt_c,Vanillate,C8H7O4,-1,C8H7O4,-1,Clean,unconstrained Target & Adherence & seed.compound:cpd04073,seed.compound:cpd04073,seed.compound:cpd04073,Same
396,M_vanlt_p,Vanillate,C8H7O4,-1,C8H7O4,-1,Clean,unconstrained Target & Adherence & seed.compound:cpd04073,seed.compound:cpd04073,seed.compound:cpd04073,Same
397,M_vanlt_e,Vanillate,C8H7O4,-1,C8H7O4,-1,Clean,unconstrained Target & Adherence & seed.compound:cpd04073,seed.compound:cpd04073,seed.compound:cpd04073,Same
398,M_zn2_p,Zinc,Zn,2,Zn,2,Clean,unconstrained Target & Adherence & seed.compound:cpd00034,seed.compound:cpd00034,seed.compound:cpd00034,Same
399,M_ribflv_e,Riboflavin,C17H20N4O6,0,C17H20N4O6,0,Clean,unconstrained Target & Adherence & bigg.metabolite:ribflv,bigg.metabolite:ribflv,bigg.metabolite:ribflv,Same
400,M_10fthf_c,10-Formyltetrahydrofolate,C20H21N7O7,-2,C20H21N7O7,-2,Clean,"unconstrained Target & Adherence & seed.compound:cpd00201, bigg.metabolite:10fthf","seed.compound:cpd00201, bigg.metabolite:10fthf","seed.compound:cpd00201, bigg.metabolite:10fthf",Same
401,M_pi_c,Phosphate,HO4P,-2,HO4P,-2,Clean,"unconstrained Target & Adherence & seed.compound:cpd00009, bigg.metabolite:pi","seed.compound:cpd00009, bigg.metabolite:pi","seed.compound:cpd00009, bigg.metabolite:pi",Same
402,M_glc__D_c,D-Glucose,C6H12O6,0,C6H12O6,0,Clean,"unconstrained Target & Adherence & bigg.metabolite:glc__D, metanetx.chemical:MNXM1137670","bigg.metabolite:glc__D, metanetx.chemical:MNXM1137670","bigg.metabolite:glc__D, metanetx.chemical:MNXM1137670",Same
403,M_glc__D_e,D-Glucose,C6H12O6,0,C6H12O6,0,Clean,"unconstrained Target & Adherence & bigg.metabolite:glc__D, metanetx.chemical:MNXM1137670","bigg.metabolite:glc__D, metanetx.chemical:MNXM1137670","bigg.metabolite:glc__D, metanetx.chemical:MNXM1137670",Same
404,M_nh4_c,Ammonium,H4N,1,H4N,1,Clean,"unconstrained Target & Adherence & seed.compound:cpd00013, bigg.metabolite:nh4","seed.compound:cpd00013, bigg.metabolite:nh4","seed.compound:cpd00013, bigg.metabolite:nh4",Same
405,M_h_c,H+,H,1,H,1,Clean,"unconstrained Target & Adherence & bigg.metabolite:h, seed.compound:cpd00067","bigg.metabolite:h, seed.compound:cpd00067","bigg.metabolite:h, seed.compound:cpd00067",Same
406,M_udp_c,UDP,C9H11N2O12P2,-3,C9H11N2O12P2,-3,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM1102128, bigg.metabolite:udp","metanetx.chemical:MNXM1102128, bigg.metabolite:udp","metanetx.chemical:MNXM1102128, bigg.metabolite:udp",Same
407,M_udpg_c,UDPglucose,C15H22N2O17P2,-2,C15H22N2O17P2,-2,Clean,"unconstrained Target & Adherence & bigg.metabolite:udpg, seed.compound:cpd00026","bigg.metabolite:udpg, seed.compound:cpd00026","bigg.metabolite:udpg, seed.compound:cpd00026",Same
408,M_nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,-1,C21H26N7O14P2,-1,Clean,"unconstrained Target & Adherence & seed.compound:cpd00003, bigg.metabolite:nad","seed.compound:cpd00003, bigg.metabolite:nad","seed.compound:cpd00003, bigg.metabolite:nad",Same
409,M_nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,-2,C21H27N7O14P2,-2,Clean,"unconstrained Target & Adherence & bigg.metabolite:nadh, seed.compound:cpd00004","bigg.metabolite:nadh, seed.compound:cpd00004","bigg.metabolite:nadh, seed.compound:cpd00004",Same
410,M_nadp_c,Nicotinamide adenine dinucleotide phosphate,C21H25N7O17P3,-3,C21H25N7O17P3,-3,Clean,"unconstrained Target & Adherence & seed.compound:cpd00006, bigg.metabolite:nadp","seed.compound:cpd00006, bigg.metabolite:nadp","seed.compound:cpd00006, bigg.metabolite:nadp",Same
411,M_nadph_c,Nicotinamide adenine dinucleotide phosphate - reduced,C21H26N7O17P3,-4,C21H26N7O17P3,-4,Clean,"unconstrained Target & Adherence & seed.compound:cpd00005, bigg.metabolite:nadph","seed.compound:cpd00005, bigg.metabolite:nadph","seed.compound:cpd00005, bigg.metabolite:nadph",Same
412,M_h_p,H+,H,1,H,1,Clean,"unconstrained Target & Adherence & bigg.metabolite:h, seed.compound:cpd00067","bigg.metabolite:h, seed.compound:cpd00067","bigg.metabolite:h, seed.compound:cpd00067",Same
413,M_ddca_c,Dodecanoate (n-C12:0),C12H23O2,-1,C12H23O2,-1,Clean,"unconstrained Target & Adherence & seed.compound:cpd01741, bigg.metabolite:ddca","seed.compound:cpd01741, bigg.metabolite:ddca","seed.compound:cpd01741, bigg.metabolite:ddca",Same
414,M_pe120_c,"Phosphatidylethanolamine (didodecanoyl, n-C12:0)",C29H58NO8P,0,C29H58NO8P,0,Clean,"unconstrained Target & Adherence & metanetx.chemical:MNXM733471, seed.compound:cpd15528","metanetx.chemical:MNXM733471, seed.compound:cpd15528","metanetx.chemical:MNXM733471, seed.compound:cpd15528",Same
415,M_ppi_c,Diphosphate,HO7P2,-3,HO7P2,-3,Clean,"unconstrained Target & Adherence & seed.compound:cpd00012, bigg.metabolite:ppi","seed.compound:cpd00012, bigg.metabolite:ppi","seed.compound:cpd00012, bigg.metabolite:ppi",Same
416,M_ttdca_c,Tetradecanoate (n-C14:0),C14H27O2,-1,C14H27O2,-1,Clean,"unconstrained Target & Adherence & seed.compound:cpd03847, bigg.metabolite:ttdca","seed.compound:cpd03847, bigg.metabolite:ttdca","seed.compound:cpd03847, bigg.metabolite:ttdca",Same
417,M_ttdcea_c,Tetradecenoate (n-C14:1),C14H25O2,-1,C14H25O2,-1,Clean,"unconstrained Target & Adherence & bigg.metabolite:ttdcea, seed.compound:cpd15298","bigg.metabolite:ttdcea, seed.compound:cpd15298","bigg.metabolite:ttdcea, seed.compound:cpd15298",Same
418,M_hdca_c,Hexadecanoate (n-C16:0),C16H31O2,-1,C16H31O2,-1,Clean,"unconstrained Target & Adherence & bigg.metabolite:hdca, seed.compound:cpd00214","bigg.metabolite:hdca, seed.compound:cpd00214","bigg.metabolite:hdca, seed.compound:cpd00214",Same
419,M_hdcea_c,Hexadecenoate (n-C16:1),C16H29O2,-1,C16H29O2,-1,Clean,"unconstrained Target & Adherence & bigg.metabolite:hdcea, seed.compound:cpd05274","bigg.metabolite:hdcea, seed.compound:cpd05274","bigg.metabolite:hdcea, seed.compound:cpd05274",Same
420,M_pe161_c,"Phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1)",C37H70NO8P,0,C37H70NO8P,0,Clean,"unconstrained Target & Adherence & seed.compound:cpd15532, metanetx.chemical:MNXM739592","seed.compound:cpd15532, metanetx.chemical:MNXM739592","seed.compound:cpd15532, metanetx.chemical:MNXM739592",Same
421,M_ocdca_c,Octadecanoate (n-C18:0),C18H35O2,-1,C18H35O2,-1,Clean,"unconstrained Target & Adherence & bigg.metabolite:ocdca, seed.compound:cpd01080","bigg.metabolite:ocdca, seed.compound:cpd01080","bigg.metabolite:ocdca, seed.compound:cpd01080",Same
422,M_ocdcea_c,Octadecenoate (n-C18:1),C18H33O2,-1,C18H33O2,-1,Clean,"unconstrained Target & Adherence & bigg.metabolite:ocdcea, seed.compound:cpd00536","bigg.metabolite:ocdcea, seed.compound:cpd00536","bigg.metabolite:ocdcea, seed.compound:cpd00536",Same
423,M_pg181_c,"Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)",C42H78O10P,-1,C42H78O10P,-1,Clean,"unconstrained Target & Adherence & seed.compound:cpd15541, metanetx.chemical:MNXM731815","seed.compound:cpd15541, metanetx.chemical:MNXM731815","seed.compound:cpd15541, metanetx.chemical:MNXM731815",Same
